Q,A,label
좋은 사람이었나요?,네?,0
네?,나랑 닮았다는 그 사람.,0
나랑 닮았다는 그 사람.,네...아주 많이. 고맙습니다. ,0
네...아주 많이. 고맙습니다.,한곡만 더 하고 내려가죠.,0
갑자기 교복은 왜 입고 오라구 난리야?,가끔은 학생 기분 내는 것도 괜찮잖아,0
가끔은 학생 기분 내는 것도 괜찮잖아,"그 머리, 다 펴지긴 하는 거냐?",0
그 머리  다 펴지긴 하는 거냐?,"초특급 헤어 디자이너들 수배해놨으니까, 조만간 해결책이 생기겠지.",0
아니야! ....사실이 아니야. 뭔가 잘못된 거라구.,뭐가 어떻게 잘못되면 이런 사진이 찍힐 수 있는 거지?,0
뭐가 어떻게 잘못되면 이런 사진이 찍힐 수 있는 거지?,"나도 몰라, 하지만 누군가 날 함정에 빠뜨린 게 분명해.",0
나도 몰라  하지만 누군가 날 함정에 빠뜨린 게 분명해.,...이 정도였어?,0
...이 정도였어?,뭐 ?!,0
뭐 ?!,고작 이정도 밖에 안 되는 여자였어? 빠뜨리면! 아무 함정에나 빠지는. 그렇게 쉬운 여자였냐구!,0
고작 이정도 밖에 안 되는 여자였어? 빠뜨리면! 아무 함정에나 빠지는. 그렇게 쉬운 여자였냐구!,"니가 믿든 말든 상관도 없구, 이런 말도 안 되는 일을 구차하게 왜 변명하고 있는지도 모르겠지만. 하여튼 저건 진실이 아니야. 난 모르는 일이라구!",0
니가 믿든 말든 상관도 없구  이런 말도 안 되는 일을 구차하게 왜 변명하고 있는지도 모르겠지만. 하여튼 저건 진실이 아니야. 난 모르는 일이라구!,딱 한 가지만 묻는다. 사진 속의 저 여자. 너 맞냐? 믿든 말든 상관없다고 했지. 그래. 니 말이 맞다.,0
그건 곤란합니다. 돌아가 주십시오.,"듣자하니, 이 가게 no,1 이라면서요? 넘버원을 빼가면 타격이 좀 있겠네요.",0
듣자하니  이 가게 no 1 이라면서요? 넘버원을 빼가면 타격이 좀 있겠네요.,이해해주시니 감사합니다.,0
이해해주시니 감사합니다.,"그런데, 그 녀석을 지금 안 내놓으면 타격 정도가 아니라, 아주 문 닫게 될텐데. 그래도 괜찮아요?",0
그런데  그 녀석을 지금 안 내놓으면 타격 정도가 아니라  아주 문 닫게 될텐데. 그래도 괜찮아요?,네?,0
네?,한 보름이면 되겠지?,0
한 보름이면 되겠지?,예에-?!,0
미안해 급한 일이 있어서 먼저 좀 갈게.,그래. 낼 봐,0
그래. 낼 봐,얘!,0
얘!,응?,0
응?,"...아냐, 잘가",0
다들 죽고 싶어?! 저리 안가!,진짜... 너네.,0
진짜... 너네.,미안해.,0
미안해.,올 거면 좀 빨리 올 것이지.,0
올 거면 좀 빨리 올 것이지.,미안하다.,0
미안하다.,...나 아냐. 정말 모르는 일이야.,0
...나 아냐. 정말 모르는 일이야.,상관없어. 그니까 그만 입 다물어.,0
상관없어. 그니까 그만 입 다물어.,못 믿는구나.,0
못 믿는구나.,믿어! 믿는다구 젠장!,0
내가 할게.,"그냥 있을래, 묶여 있을래?",0
그냥 있을래  묶여 있을래?,뭐…,0
뭐…,"넌 대체 무식한거냐, 요령이 없는 거냐. 아주 죽을라구 용을 써요 그렇게 당하고도 배우는 게 없어? 개떼처럼 덤비면 무조건 38계로 튀어야지.",0
넌 대체 무식한거냐  요령이 없는 거냐. 아주 죽을라구 용을 써요 그렇게 당하고도 배우는 게 없어? 개떼처럼 덤비면 무조건 38계로 튀어야지.,어?,0
어?,하여간 보면 진짜 미련해. 너 아이큐 세 자리 안 되지? 학습능력이 딱 오랑우탄 수준이야.,0
하여간 보면 진짜 미련해. 너 아이큐 세 자리 안 되지? 학습능력이 딱 오랑우탄 수준이야.,내가 미련하다구?,0
내가 미련하다구?,"그럼 아냐? 이봐, 주인이 미련하니까 몸이 이 고생을 하는 거 아냐.",0
그럼 아냐? 이봐  주인이 미련하니까 몸이 이 고생을 하는 거 아냐.,36계도 모르는 녀석한테서 그런 소리 듣고 싶지 않거든?,0
36계도 모르는 녀석한테서 그런 소리 듣고 싶지 않거든?,눈 감아,0
눈 감아,욱!,0
욱!,이제 니가 닦아! ,0
뭐! 뭐야- 왜 왔어.,볼일 있으니까 왔지,0
볼일 있으니까 왔지,볼일? 무슨 볼일? 됐어,0
볼일? 무슨 볼일? 됐어,뭐해?,0
뭐해?,근데 넌 왜 뻑하면 사람을 니 집에 끌구 와?,0
근데 넌 왜 뻑하면 사람을 니 집에 끌구 와?,"그럼 팔다리는 다 까졌지, 온몸엔 토마토 칠갑을 한 꼴루 니 집에 데려가랴? 부모님 참 좋아하시겠다.",0
그럼 팔다리는 다 까졌지  온몸엔 토마토 칠갑을 한 꼴루 니 집에 데려가랴? 부모님 참 좋아하시겠다.,그..그건-,0
그..그건-,비서 보내서 안심시켜드렸어. 그리고 너 옷이구 가방이구 다 버렸으니까 찾아도 소용없어.,0
비서 보내서 안심시켜드렸어. 그리고 너 옷이구 가방이구 다 버렸으니까 찾아도 소용없어.,"뭐? 다 버려? 그 그걸 왜 버려? 빨구, 고치고 하면 되는걸 왜 남의 허락도 없이 버려! 니가 뭔데!!",0
뭐? 다 버려? 그 그걸 왜 버려? 빨구  고치고 하면 되는걸 왜 남의 허락도 없이 버려! 니가 뭔데!!,그딴 걸 어떻게 고쳐서 입어?,0
그딴 걸 어떻게 고쳐서 입어?,왜 못입어? 내가 세탁소집 딸인데에-!!,0
왜 못입어? 내가 세탁소집 딸인데에-!!,"아후, 시끄러- 쥐방울만한 게 기차 염통을 삶아먹었나. 귀아프니까 잔말말구 이리와.",0
아후  시끄러- 쥐방울만한 게 기차 염통을 삶아먹었나. 귀아프니까 잔말말구 이리와.,웅우우우우-,0
웅우우우우-,뭐?,0
뭐?,기차염통이 아니라 기차 화통이라고 이 무식한 인간아!,0
기차염통이 아니라 기차 화통이라고 이 무식한 인간아!,"에이- 그럴 리가. 야 멍청아, 상식적으로 생각을 해봐라. 사람이 화통을 어떻게 삶아 먹냐? 삶아 먹는 건 염통이지 당연히.",0
에이- 그럴 리가. 야 멍청아  상식적으로 생각을 해봐라. 사람이 화통을 어떻게 삶아 먹냐? 삶아 먹는 건 염통이지 당연히.,어후-,0
어후-,또 뭐야- 왜..이러는 거야?,0
이런 비싼 자전거 아니거든요? 제껀 그냥 평범한  아-주 평범한 보통 자전거에요.,죄송합니다 아가씨.,0
죄송합니다 아가씨.,네?,0
네?,도련님께서 아가씨 물건을 모두 어제 버리신 것과 같은 걸로 준비하라고 지시하셨는데…,0
도련님께서 아가씨 물건을 모두 어제 버리신 것과 같은 걸로 준비하라고 지시하셨는데…,네?,0
네?,"어제 타버린 자전거와 같은 기종은 도저히 구할 수가 없어서, 최대한 성의껏 골라왔습니다. 너그럽게 받아주시면 안되시겠습니까?",0
트리플이요?,트뤼플. 송로버섯이라고도 하지요.,0
트뤼플. 송로버섯이라고도 하지요.,근데 걔는 왜 안 보이죠?,0
근데 걔는 왜 안 보이죠?,도련님께선 아침 일찍 먼저 나가셨습니다.,0
도련님께선 아침 일찍 먼저 나가셨습니다.,어딜요?,0
스토옵-!!,어 왔냐? 어때. 이만하면 좀 풀려?,0
어 왔냐? 어때. 이만하면 좀 풀려?,뭐하는 짓이야? 누가 너한테 복수해달랬어?,0
뭐하는 짓이야? 누가 너한테 복수해달랬어?,감히 내 여자를 건드렸는데 그럼 내버려 둬?,0
감히 내 여자를 건드렸는데 그럼 내버려 둬?,"따지구 보면 그게 누구 탓인데? 약하고 힘없는 애들 단체루 괴롭히는거. 니들한텐 게임이지? 근데 알아? 니들은 재미지만, 개구리는 죽어.",0
따지구 보면 그게 누구 탓인데? 약하고 힘없는 애들 단체루 괴롭히는거. 니들한텐 게임이지? 근데 알아? 니들은 재미지만  개구리는 죽어.,이딴 짓 계속 할 거면 나 아는 척 하지 마.,0
이딴 짓 계속 할 거면 나 아는 척 하지 마.,아우씨- 이게 아닌데...,0
우리 애가 가 어딜 갔다구요?,17시에 떠난 전용기가 코랄 아일랜드로 출발했다는 보고를 받았습니다. ,0
17시에 떠난 전용기가 코랄 아일랜드로 출발했다는 보고를 받았습니다.,무슨 일 있나요? ,0
무슨 일 있나요?,바람을 쏘이러 주말여행을 가신 것 같습니다. ,0
바람을 쏘이러 주말여행을 가신 것 같습니다.,...알았어요 ,0
...알았어요,예,0
예,잠깐! ,0
잠깐!,네?,0
네?,동행은 확인했나요? ,0
동행은 확인했나요?,아!...다른 때와 마찬가지로 친구분들과 함께 가셨답니다. ,0
아!...다른 때와 마찬가지로 친구분들과 함께 가셨답니다.,그 유치한 골목대장 노릇은 언제쯤 그만둔답니까. 나가보세요 ,0
그거 다 먹어.,넌 내가 고질라로 보이냐? ,0
넌 내가 고질라로 보이냐?,몸에 좋은거니까 다 먹어. 맨날 이상한 벌레 같은거나 먹구 그러니까 다리가 풀리는 거 아냐,0
몸에 좋은거니까 다 먹어. 맨날 이상한 벌레 같은거나 먹구 그러니까 다리가 풀리는 거 아냐,암튼. 수영선수가 물에 빠져 죽을 뻔 했단 게 말이 되냐? ,0
암튼. 수영선수가 물에 빠져 죽을 뻔 했단 게 말이 되냐?,갑자기 쥐가 나면 그럴 수도 있거든? ,0
갑자기 쥐가 나면 그럴 수도 있거든?,쥐든 고양이든 난 내 옆에 있으면서 비실비실한거 용납 못해. 그니까 잔말말구 푹푹 먹어. 알았어? ,0
안에서 기절한 줄 알았잖아! 촌스럽게 때 밀었냐? 왜 일케 오래걸려?!,너! 여기 니방 아니구 내방 맞거든? ,0
너! 여기 니방 아니구 내방 맞거든?,누가 뭐래? ,0
누가 뭐래?,근데 왜 여기 있어? ,0
근데 왜 여기 있어?,내가 볼일 없이 나타나는 거 봤냐? ,0
내가 볼일 없이 나타나는 거 봤냐?,볼일? 무슨 볼일? ,0
역시 싸구려가 딱 어울리네.,이거 주려구 온거야? ,0
이거 주려구 온거야?,"그럼, 덮치기라두 할 줄 알았냐? ",0
그럼  덮치기라두 할 줄 알았냐?,응..,0
응..,난 날 좋아하는 여자가 아님 안 건드려. ,0
난 날 좋아하는 여자가 아님 안 건드려.,어!,0
어!,문 꼭 닫구 자. 도마뱀 들어온다. ,0
문 꼭 닫구 자. 도마뱀 들어온다.,헉,0
헉,싸구려래두 잃어버리면 죽-는다. ,0
반드시.. 행복해집니다.,아- 그래서 사랑하는 사람한테 주는 거라구... ,0
아- 그래서 사랑하는 사람한테 주는 거라구...,알고 있네 ,0
알고 있네,낮에 시장에서 ,0
낮에 시장에서,그 사람이랑 자주 왔었어. 니스랑 비슷하다고 좋아했거든. ,0
그 사람이랑 자주 왔었어. 니스랑 비슷하다고 좋아했거든.,잘.. 지내시죠? ,0
잘.. 지내시죠?,잘.. 지내겠지. ,0
잘.. 지내겠지.,무슨 일...있었어요? ,0
무슨 일...있었어요?,...나한테 왜 쫓아가라구 했어? ,0
...나한테 왜 쫓아가라구 했어?,그건... ,0
그건...,알아버렸어. 내가 얼마나 한심한 남잔지 ,0
알아버렸어. 내가 얼마나 한심한 남잔지,네?,0
네?,"텅 빈 아파트에서, 하루 종일 기다리는 것 말곤 할게 없더라. ",0
텅 빈 아파트에서  하루 종일 기다리는 것 말곤 할게 없더라.,그치만...함께 있는 것만으로도 반가웠을 거예요. ,0
그치만...함께 있는 것만으로도 반가웠을 거예요.,"사랑하는 여자한테 짐만 되는 남자라는게, 어떤 건지 알아? ",0
사랑하는 여자한테 짐만 되는 남자라는게  어떤 건지 알아?,아!,0
아!,제 손으론 아무것도 못하는 한심한 놈들이라구 했었지? ,0
제 손으론 아무것도 못하는 한심한 놈들이라구 했었지?,그 땐- ,0
그 땐-,"니 말이 맞아. 난... 한 여자를 습관처럼 사랑했다는 것 말곤 아무것도 할 줄 아는 게 없는, 한심한 놈이더라. ",0
가져.,받을 수 없어요. 이건 언니 꺼니까. 직접 주세요. ,0
받을 수 없어요. 이건 언니 꺼니까. 직접 주세요.,뭐?,0
뭐?,갈게요. 선배두 너무 오래 있으면 감기 걸려요. ,0
갈게요. 선배두 너무 오래 있으면 감기 걸려요.,...선배 ,0
...선배,추워. 추워서 견딜 수가 없어. ,0
추워. 추워서 견딜 수가 없어.,선배- ,0
어딜 가면 간다구 말을 해야지! 걱정했잖아!,"내가 애야? 혼자 산책 할 수도 있지, 소란을 떨구 그래? ",0
내가 애야? 혼자 산책 할 수도 있지  소란을 떨구 그래?,"물에 빠졌나, 뱀에 물렸나 별 생각이 다 드는데 어떻게 걱정을 안해! ",0
물에 빠졌나  뱀에 물렸나 별 생각이 다 드는데 어떻게 걱정을 안해!,아…,0
아…,너!,0
너!,응?,0
응?,앞으론 혼자 수영하지 마. 혼자 산책두 가지 마. 알았어?!,0
왜?,! ...어? 뜨..뜨거우니까 조심하라구 ,0
! ...어? 뜨..뜨거우니까 조심하라구,너두 줄까? ,0
너두 줄까?,그래 ,0
어쨌냐?,뭐? ,0
뭐?,내가 준거. ,0
결혼도 다 돈이다.,많이 들지만 줄일 수 있을 거예요.,0
결혼식 가기 귀찮아,경조사는 참석하는게 좋아요.,0
결혼식 또 가야돼,경조사는 참석하는게 좋아요.,0
결혼식때 하객이 없을 까봐 걱정돼,생각보다 신경 안 씁니다.,0
결혼식이 너무 많아,인맥이 넓으신가봐요.,0
결혼이나 하지 왜 자꾸 나한테 화 내냐구!,힘들겠네요.,0
결혼준비 돈 많이 들겠지,많이 들지만 줄일 수 있을 거예요.,0
결혼준비하는데 돈 얼마나 드나,욕심에 따라 천지 차이일 거예요.,0
결혼하는데 돈 많이 드네,허례허식이에요.,0
결혼하는데 돈 얼마나 들까,욕심에 따라 천지 차이일 거예요.,0
결혼하면 좋아?,해봐요.,0
결혼하면 좋을까,서로 노력하면 행복할 거예요.,0
결혼하면 행복할까?,서로 노력하면 행복할 거예요.,0
결혼하면 행복해?,사람마다 행복의 크기가 다르겠지만 행복할 거예요.,0
결혼하면 행복해질까?,사람마다 행복의 크기가 다르겠지만 행복할 거예요.,0
결혼할까,능력이 있으면 하면 되죠.,0
결혼해도 되나,능력이 있으면 하면 되죠.,0
결혼해도 될까,이사람이다 싶은 사람이랑 하세요.,0
결혼해야 하나,해봐요.,0
경쟁이 너무 치열해,점점 치열해지는 것 같아요.,0
계속 공부해도 될까,확신이 없나봐요.,0
계속 도전하는 거 귀찮아,안정적인 걸 좋아하나봐요.,0
계속 방학이면 좋을텐데,방학은 참 짧아요.,0
계속 보고 싶어,보러 가세요.,0
계속 보고 싶으면 어떡해?,보러 가세요.,0
계속 속이 진짜 안 좋아,계속 좋지 않으면 병원에 가보세요.,0
계속 엇갈리는 느낌,타이밍이 안 맞았나봐요.,0
계속 학생하고 싶어,이제 취업 하셔야죠.,0
계속 한숨만 나와,뇌세포에 에너지를 공급하려는 자연스러운 현상이에요. 에너지가 부족한가봐요.,0
고3은 공부만 해야겠지.,공부가 최우선이죠.,0
고3이니까 공부해야겠지,공부가 최우선이죠.,0
고구마 다이어트 해야지,너무 무리하지는 마세요.,0
고구마만 먹고 다이어트 해야지,너무 무리하지는 마세요.,0
고기 구워 먹고 싶다.,저기압에는 고기앞이죠.,0
고기 먹고 싶어,저기압에는 고기앞이죠.,0
고데기 망했어,연습이 필요해요.,0
고데기 했는데 망했어,연습이 필요해요.,0
고독한 밤,혼자가 아니에요.,0
고마운 사람들이 많아,인복이 많나봐요.,0
고무신 거꾸로 신으면 어쩌지,너무 걱정하지 마세요.,0
고민 있어,네 말씀하세요.,0
고민 좀 들어줄래,네 말씀하세요.,0
고백하고 후회하면 어떡하지,후회는 후회를 낳을뿐이에요. 용기 내세요.,0
고시원 너무 답답해,돈을 모아서 다른 곳으로 이사갈 수 있을 거예요.,0
고시원 답답해,돈을 모아서 다른 곳으로 이사갈 수 있을 거예요.,0
고시원에서 나가고 싶어,더 좋은 곳에서 살 수 있을 거예요.,0
고시원에서 탈출하고 싶어,더 좋은 곳에서 살 수 있을 거예요.,0
고양이 동영상 보는 중,완전 귀엽죠?,0
고양이 키우고 싶어,자신을 먼저 키우세요.,0
고양이 키우고 싶어,가족들과 상의해보세요.,0
고의는 아닌데 실수를 한 거 같아,용서를 구하세요.,0
고집 센 사람,피할 수 있으면 피하세요.,0
고집하고는,피할 수 있으면 피하세요.,0
골프 못 치는데,처음부터 잘하는 사람은 없어요.,0
골프 배워야 돼,시간내서 가보세요.,0
골프 어려워,처음부터 잘하는 사람은 없어요.,0
골프치러 가야돼,시간내서 가보세요.,0
곱창 먹고 싶어.,미리 미리 충전해주세요.,0
곱창 생각나,미리 미리 충전해주세요.,0
공무원 괜찮겠지,안정적이고 좋죠.,0
공무원 되고 싶다,준비해보세요.,0
공무원 되면 좋겠다,준비해보세요.,0
공무원 시험 공부 힘들다,합격 기원해요!,0
공무원 시험 죽을 거 같아,철밥통 되기가 어디 쉽겠어요.,0
공무원 시험 힘들어ㅠㅠ,철밥통 되기가 어디 쉽겠어요.,0
공무원 준비할까,시작이 반이에요. 어서 준비하세요.,0
공무원이 좋지?,안정적이고 좋죠.,0
공복이라 신경이 예민해져,자연스러운 현상이에요.,0
공복이라 예민해,자연스러운 현상이에요.,0
공복이면 예민함?,보이는 게 없죠.,0
공부 계속해도 될까,지금처럼 잘될 거예요.,0
공부 꼭 해야 할까,미래의 배우자가 달라져요.,0
공부 때려치워야 하나,확신이 없나봐요.,0
공부 시작해도 될까,공부는 언제나 좋죠.,0
공부 왜 해야 돼?,공부하면 더 많은 선택을 할 수 있죠.,0
공부 잘 안돼,같이 수다 떨면서 놀까요?,0
공부 잘하고 싶어,나만의 공부방법을 찾아보세요.,0
공부 좀 더 할 걸,지금도 늦지 않았어요.,0
공부 하기 싫다,같이 수다 떨면서 놀까요?,0
공부는 내 체질이 아닌 것 같아,확신이 없나봐요.,0
공부로 먹고 살 수 있을까,지금처럼 잘될 거예요.,0
공부방법이 잘못된걸까?,나한테 맞는 공부 방법 찾는 게 시급하네요.,0
공부하기 싫어,잠시 쉬어도 돼요.,0
공부하기 싫은 날,잠시 쉬어도 돼요.,0
공부하는 낙이 없어,공부하면 더 많은 선택을 할 수 있죠.,0
공부하는 이유?,공부하면 더 많은 선택을 할 수 있죠.,0
공부하는 이유가 없어,공부하면 더 많은 선택을 할 수 있죠.,0
공시 준비 힘들어,합격 기원해요!,0
공시 준비 힘들어,잘 될 거예요.,0
공시 준비중,좋은 결과 있을 거예요!,0
공시 준비하는데 힘들다,잘 될 거예요.,0
공시생이야,좋은 결과 있을 거예요!,0
공연 보고 싶어,친구와 같이 가보세요.,0
공연 보러 가고 싶어,친구와 같이 가보세요.,0
공책 필기 나만 힘들어?,성향 차이가 좀 있기는 하죠.,0
공황장애 생겼어.,꾸준히 약 먹고 치료해보세요.,0
공황장애 있어,꾸준히 약 먹고 치료해보세요.,0
공휴일에는 집이 최고,피로 풀고 좋죠.,0
공휴일에는 집콕,피로 풀고 좋죠.,0
과거는 잊고 앞으로 나아 가야지,오늘이 중요하죠.,0
과거는 중요하지 않아,오늘이 중요하죠.,0
과식해서 소화가 안돼,소화제 챙겨드세요.,0
과식했나 봐,과식은 금물이에요.,0
과식했다,소화제 드세요.,0
과외비 부담되겠지?,안된다고 하면 거짓말이겠지요.,0
과외비 비싸?,안된다고 하면 거짓말이겠지요.,0
과일 먹고 자야지,제철과일이 정말 좋아요.,0
과일 먹어야지.,건강 생각해서 챙겨드세요.,0
과일 안 먹게 돼,그래도 먹으려고 노력해보세요.,0
과일 잘 안 먹게 돼,그래도 먹으려고 노력해보세요.,0
과일 챙겨 먹어야지,제철과일이 정말 좋아요.,0
관계가 계속 애매하다.,인간 관계도 정리가 필요해요.,0
관심 끄라고 하고 싶다.,무관심이 필요할 때가 있죠.,0
관심 좀 안 가졌으면,무관심이 필요할 때가 있죠.,0
관절염 같애,계단 조심하세요.,0
관절염인가,계단 조심하세요.,0
광고가 안 끝나,채널을 돌려보세요.,0
괜찮아지고 있어,괜찮아지고 있어 다행이에요.,0
괜찮은 사람인데 사귀긴 싫어,"남자사람친구, 여자사람친구 하세요.",0
괜히 건들지 말라고,많이 지쳤나봐요.,0
괜히 기다렸어,누군가를 기다린다는게 쉬운게 아니죠.,0
괜히 농담해서 망했다,늦지 않았어요.,0
괜히 아까운 시간 버렸다,그 것도 다 경험이라고 생각하세요.,0
괜히 창피해,그럴 필요 없어요.,0
괴물이 되어 가는 느낌이 들어,그렇지 않아요.,0
교보문고 왔어,마음에 드는 책을 잘 찾아보세요.,0
교양 수업 재밌어,저도 듣고 싶어요.,0
교양수업 시간에 마음에 드는 애 있어,같은 조가 되길 바랄게요.,0
교양수업 은근 재미져,지식 쌓는 재미가 있죠.,0
교양수업에서 마음에 드는 애 있어,같은 조가 되길 바랄게요.,0
교양수업이 재미있어,지식 쌓는 재미가 있죠.,0
교양이 전공보다 재미있어,저도 듣고 싶어요.,0
교직이수 가능할까,학점 관리하세요.,0
교통사고 났었어.,보험 처리하세요.,0
교통사고 당했어,보험 처리하세요.,0
교회 가기 싫어,왜 그럴까요?,0
교회 갔다 만났어,좋은 만남이었길 바라요.,0
교회에서 만났어,좋은 만남이었길 바라요.,0
구박하면서 엄청 일 시켜,일을 몰라서 그런가봐요.,0
군대 갔다 올 때까지 기다릴 수 있을까,자신의 삶을 살다보면 기다릴 수 있을 거예요.,0
군대 기다려 주려고,부담스러워하지 않는다면 기다려도 좋을 것 같아요.,0
군대 기다려도 될까,부담스러워하지 않는다면 기다려도 좋을 것 같아요.,0
군대 기다리면 부담스러워할까,너무 걱정하지 마세요.,0
군대 기다릴 수 있을까,자신의 삶을 살다보면 기다릴 수 있을 거예요.,0
군대 언제 끝나나,군대 시계는 멈추지 않아요.,0
군대 전역 기다려,군대 시계는 멈추지 않아요.,0
굿모닝,좋은 아침이에요.,0
궁금하면 오백원,안 궁금해요.,0
궁금하지?,안 궁금해요.,0
궁금해,자세히 말씀해주세요.,0
궁금해 알려줘,자세히 말씀해주세요.,0
귀 아파,병원에 가세요.,0
귀가 가려워,누가 욕하고 있나봐요.,0
귀가 간지러,누가 욕하고 있나봐요.,0
귀가 윙윙거려,병원에 가세요.,0
귀농 어때?,생각하기는 쉬운데 실천하기는 어려운 것 같아요.,0
그 사람이 나 안 좋아하는 거 같아,슬픈 이야기네요.,0
그 사람이 나 좋아해줬으면 좋겠다,저도 간절히 기도 할게요.,0
그 사람이 행복했으면 좋겠다,그렇게 될 수 있을 거예요.,0
그 시절엔 다 그랬지,추억에 잠길 때도 필요해요.,0
그냥 고백할걸,후회는 후회를 낳을뿐이에요. 용기 내세요.,0
그냥 공무원이 좋을 듯,시작이 반이에요. 어서 준비하세요.,0
그냥 내버려 둬 주었으면,아무도 없는 곳으로 여행을 떠나보세요.,0
그냥 선 볼까?,많이 만나보세요.,0
그냥 쉬고 싶다,잠깐 바람 쐬고 오세요.,0
그냥 씹어야겠다.,다른 사람이 답답할 거예요.,0
그냥 이렇게 살고 싶어,살고 싶은대로 사세요.,0
그냥 자는 거 아니지?,많이 피곤한가봐요.,0
그냥 잘못했다고 하면 될거 같은데 자꾸 변명해,피할 수 있으면 피하세요.,0
그냥 택시 타야지.,조심히 오세요.,0
그냥 할까?,실천이 말보다 낫죠.,0
그냥 혼자 밥이나 먹어야지,밥심으로 사는 거죠.,0
그냥 혼자 있는게 좋아,혼자만 있지 마세요.,0
그동안 잘 지냈나요?,안부를 물어주시다니 감사합니다.,0
그땐 그랬지,추억에 잠길 때도 필요해요.,0
그래 그러자,괜찮은 선택이길 바라요.,0
그래 이제 결정했어,좋은 결과 있을 거예요.,0
그래도 좀 기대했는데,기쁜 마음으로 베풀고 보답을 바라지 마세요.,0
그런 말을 왜 하지,다른 사람 말은 신경쓰지 마세요.,0
그런 사람인가보다 해야하나봐,대인배시군요.,0
그런 사람인갑다 해야지,대인배시군요.,0
그런 친구 아니었는데 너무 귀찮게 하네,친구가 좋아하나봐요.,0
그렇게 갈 거면서,이야기를 해보세요.,0
그렇게 오래 살았는데도 이해를 못하겠어,온전한 이해는 없어요.,0
그렇게 할래,괜찮은 선택이길 바라요.,0
그림 잘 그리고 싶다,학원을 다니거나 연습하면 잘할 수 있을 거예요.,0
그림 좀 잘 그렸으면 좋겠다,학원을 다니거나 연습하면 잘할 수 있을 거예요.,0
그만 두고 나오고 싶어,뒷감당 자신 있으면 하세요.,0
그만 먹어야 하는데,조금만 드세요,0
그만 살고싶어,당신을 소중하게 생각하세요.,0
그저 그런 하루,그런 하루도 감사한 마음을 가져보세요.,0
근사한 곳 알아 냈어,좋은 사람과 함께 가세요.,0
근육 있으면 멋있을텐데,저 말씀이신가요?,0
금값 알아?,비싸요.,0
금값 어때,비싸요.,0
금사빠인가,호의인지 호감인지 헷갈리나요?,0
금수저 물고 태어나면 좋겠지?,뭔가 안풀리는 일이 있나봐요.,0
금수저로 태어났으면,아이를 금수저로 만들어주세요.,0
금수저로 태어났으면 좋았을텐데,아이를 금수저로 만들어주세요.,0
금연이 쉽지 않아,자신을 이겨야해요.,0
기 빨렸어,너무 긴장했나봐요.,0
기념일 다 챙기는거 귀찮아,기념일 챙겨주면 좋아할거예요.,0
기념일 또 까먹었어,달력에 적어보세요.,0
기념일 못챙겼어,달력에 적어보세요.,0
기념일 챙기기 귀찮아,기념일 챙겨주면 좋아할거예요.,0
기능 좀 알려줘봐봐,당신의 삶을 응원해 드릴 수 있어요라고 감히 말해 봅니다.,0
기다리는 것도 지쳐,기다리지 마세요.,0
기다리라고 말 못하겠어,상대방의 선택에 맡겨보세요.,0
기다림이 습관이 됐나봐,좋은 분이시군요,0
기대가 무너졌어,베풀되 보답을 바라지 마세요.,0
기대가 부담스러운데 떨쳐낼 수 있는 방법 있을까?,자신을 사랑할수록 외부의 인정은 필요 없어요.,0
기대하고 있었는데,상대에게 바라는 기대는 자신을 슬프게 해요.,0
기대하지 말걸,베풀되 보답을 바라지 마세요.,0
기대했는데,기쁜 마음으로 베풀고 보답을 바라지 마세요.,0
기댈 수 있는 사람,의지할 수 있는 사람이 곁에 있다는 건 큰 행운일 거예요.,0
기력이 없어,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0
기름값 올랐어.,대중교통을 이용해주세요.,0
기본이 뭔지도 모르는 것 같아.,각자가 생각하는 기본이 다를 수도 있어요.,0
기본이 안 되어 있어,각자가 생각하는 기본이 다를 수도 있어요.,0
기부 좀 했어요,좋은 일 하셨네요.,0
기부했어,좋은 일 하셨네요.,0
기분 꿀꿀해,내일은 오늘보다 나을 거예요.,0
기분 나쁜 농담을 계속하고 있어,정색 한번 해주세요.,0
기분 울적해서 좀 걷고 있어,걷다보면 조금 정리가 될 거예요.,0
기분 전환 하고 싶어,저랑 함께 해요.,0
기분 전환이 필요해,저랑 함께 해요.,0
기분이 그지 같아,신나는 음악 들어보세요.,0
기분이 더러워,경쾌한 음악 들어보세요.,0
기분이 묘해,왜일까요?,0
기분이 이상해,무슨 이유인지 생각해보세요.,0
기숙사 괜찮을까,혼자 사는 것보다 불편하겠죠.,0
기숙사 떨어졌어,다음 학기에는 학점 관리를 더 열심히 해봐요.,0
기숙사 사는거 어떨까?,혼자 사는 것보다 불편하겠죠.,0
기숙사 살면 불편해?,혼자 사는 것보다 불편하겠죠.,0
기숙사 안됐어,다음 학기에는 학점 관리를 더 열심히 해봐요.,0
기술 배울까,기술을 많이 알면 도움이 되겠죠.,0
기차 타고 여행 가고 싶어,꿈꾸던 여행이네요.,0
기차여행 가고 싶어,꿈꾸던 여행이네요.,0
기침도 못하겠어,답답한 상황이네요.,0
기침도 편하게 못해,답답한 상황이네요.,0
기프트콘 받았어!,좋겠어요!,0
기프트콘 선물 괜찮을까?,직접 주는 게 더 좋을 것 같아요.,0
기프트콘 선물해볼까?,직접 주는 게 더 좋을 것 같아요.,0
기프트콘 주면 좋아할까?,직접 주는 게 더 좋을 것 같아요.,0
